name,ssn,phone_number,email,address,car_plate,phone_model,residence_type,job_type,blood_type,favorite_color,marital_status,pet_type,vehicle_type,family_size,hobby,birth_year,mobile_carrier,sns_usage
김예은,870413-1820557,010-3168-3869,igyeongsu@ju.net,경상북도 성주군 대가면 옥련리,622바3403,iPhone 7,기숙사,회사원,AB,파랑,미혼,파충류,트럭,2,쇼핑,1983,KT,사용
이상호,880501-1643656,010-2263-8033,igyeongja@yu.com,충청북도 청주시 청원구 북이면 토성리,40사2367,Galaxy A32,오피스텔,회사원,O,초록,이혼,없음,버스,5,여행,2008,알뜰폰,사용
최광수,680717-1857330,010-6633-3980,coejeongsu@bagigim.kr,제주특별자치도 제주시 아라이동,422라8093,iPhone 11,연립주택,공무원,O,회색,사별,햄스터,SUV,2,자전거,2004,알뜰폰,미사용
권정식,760312-2884313,010-3433-9995,coejeongung@ibaggim.com,경기도 안양시 동안구 관양동,189다8105,Vivo X60,오피스텔,의사,AB,검정,이혼,고양이,오토바이,6,요리,1994,SKT,미사용
오영식,040911-3577307,010-5790-5421,seongjin95@ju.com,제주특별자치도 제주시 회천동,785나8648,Huawei Mate 40,오피스텔,간호사,AB,파랑,이혼,고양이,오토바이,3,자전거,1982,LG U+,사용
윤지민,091031-4774178,010-6674-7330,yeji57@yuhanhoesa.kr,전라북도 부안군 백산면 하청리,362마2851,Galaxy S23,오피스텔,연구원,O,주황,이혼,고양이,버스,6,음악감상,1986,SKT,사용
최도윤,620828-2919518,010-6794-6916,gimeunju@jusighoesa.kr,부산광역시 동래구 안락동,507가7385,Galaxy A32,아파트,프리랜서,O,흰색,사별,강아지,승용차,5,독서,2010,KT,미사용
권아름,701028-1172797,010-9067-7681,vhong@gimim.kr,제주특별자치도 서귀포시 안덕면 상천리,165사8810,LG G8,원룸,공무원,AB,파랑,기혼,햄스터,승용차,2,독서,1988,KT,사용
민정식,441220-2357773,010-5561-4534,jihyeon26@baggimjeong.kr,경기도 안산시 단원구 고잔동,261사3242,Motorola Moto G Power,아파트,학생,O,노랑,이혼,햄스터,자전거,5,여행,1997,SKT,미사용
양옥순,470930-2956182,010-8593-3670,kbag@yuhanhoesa.kr,세종특별자치시 세종시 조치원읍 신안리,357사9021,Xiaomi Mi 11,다가구,교사,AB,초록,기혼,파충류,전기차,4,운동,1983,LG U+,사용
권현지,720718-2574479,010-6562-4644,juseongho@coei.org,서울특별시 동작구 흑석동,237마8875,OnePlus 9,원룸,의사,AB,흰색,기혼,파충류,승용차,4,자전거,2005,알뜰폰,미사용
김성현,111021-4558207,010-9478-5919,migyeong27@heogim.com,충청남도 홍성군 광천읍 가정리,576사4801,Motorola Edge 20,단독주택,프리랜서,AB,주황,기혼,없음,버스,5,독서,1987,알뜰폰,미사용
김영진,730130-2841635,010-2073-8431,wgang@ju.kr,세종특별자치시 세종시 금남면 대박리,627사5810,Galaxy Note 20,오피스텔,연구원,AB,주황,미혼,파충류,SUV,5,여행,1988,LG U+,사용
김정호,600116-2723856,010-1274-9004,jeongsug95@jusighoesa.org,전라북도 전주시 완산구 고사동,276마1587,Realme GT,기숙사,개발자,B,파랑,이혼,고양이,트럭,5,사진,1982,LG U+,사용
이성진,110731-4159436,010-3849-8152,seonghyeongim@ju.kr,충청북도 괴산군 칠성면 외사리,363사2935,Galaxy S23,빌라,디자이너,O,회색,미혼,고양이,오토바이,3,사진,1986,알뜰폰,미사용
황승현,720802-1367658,010-1998-6021,jryu@ju.org,경기도 평택시 칠원동,45마3610,Pixel 8,다가구,연구원,A,파랑,이혼,물고기,전기차,1,게임,2005,LG U+,사용
권영희,570610-1335751,010-2195-9012,gangsanghyeon@ju.com,제주특별자치도 서귀포시 대정읍 영락리,284나8091,Galaxy S20,빌라,디자이너,O,보라,기혼,새,전기차,2,게임,1980,SKT,사용
양서연,040423-3837804,010-5225-4127,minji02@songgim.kr,충청북도 청주시 청원구 내수읍 은곡리,311다5866,Motorola Moto G Power,아파트,회사원,O,빨강,미혼,파충류,버스,5,음악감상,1988,SKT,미사용
이민석,640215-2018001,010-7647-8533,eunjugu@igim.net,경기도 수원시 장안구 영화동,154나7474,Motorola Edge 20,빌라,간호사,B,노랑,사별,물고기,버스,1,수영,1992,LG U+,사용
박병철,730921-1069887,010-2488-1253,jieungweon@coei.kr,인천광역시 연수구 연수동,667나3919,Xiaomi Redmi Note 10,원룸,학생,A,흰색,미혼,고양이,SUV,1,음악감상,1990,알뜰폰,미사용
김영길,750714-1078072,010-9987-9317,ngim@iganggo.kr,제주특별자치도 서귀포시 동홍동,68마4572,Pixel 7,아파트,학생,O,보라,사별,파충류,버스,5,독서,2001,KT,미사용
김은정,650601-2499355,010-8702-8210,honghayun@baggimcoe.kr,충청남도 서천군 기산면 산정리,407가6805,Pixel 4a,빌라,마케터,AB,분홍,기혼,파충류,자전거,4,음악감상,2002,SKT,미사용
고광수,640902-1946888,010-1508-6816,jihun20@jusighoesa.com,충청남도 부여군 충화면 청남리,806바4445,LG V60,단독주택,개발자,AB,분홍,미혼,고양이,승용차,4,음악감상,1999,알뜰폰,사용
박성민,691114-1964417,010-1216-5257,hbag@ju.net,경상북도 고령군 성산면 사부리,312마5654,Galaxy A52,기숙사,마케터,B,파랑,미혼,파충류,전기차,1,운동,1991,KT,미사용
이옥순,951222-2686086,010-5554-1920,jihuheo@igimbag.net,경상남도 의령군 용덕면 정동리,935마7222,iPhone 6S,연립주택,공무원,A,초록,기혼,물고기,승용차,2,운동,1994,KT,사용
이은주,120404-4200738,010-5684-5041,xhong@ju.kr,충청남도 보령시 미산면 평라리,510바5374,Galaxy M12,기숙사,교사,B,주황,미혼,없음,승용차,3,독서,1984,KT,사용
홍정숙,641213-1916746,010-3118-2659,eunyeongi@yunseo.com,전라북도 순창군 팔덕면 청계리,281가8284,Huawei Mate 40,기숙사,연구원,A,빨강,사별,강아지,승용차,2,영화감상,1981,KT,미사용
이영환,141226-3891427,010-9653-6057,coeseojun@coegogang.net,경기도 가평군 가평읍 상색리,383마1680,Motorola Moto G Power,단독주택,공무원,A,주황,이혼,고양이,SUV,1,사진,2005,KT,미사용
김영식,120528-3431596,010-5779-7984,minsu06@gimbag.com,인천광역시 계양구 용종동,804마4409,iPhone 11,원룸,간호사,B,보라,사별,파충류,전기차,6,독서,1996,알뜰폰,사용
이민수,910818-1164710,010-2627-8216,qi@ganggim.kr,세종특별자치시 세종시 장군면 대교리,202다8759,iPhone 12,원룸,공무원,A,파랑,미혼,물고기,트럭,5,등산,1990,LG U+,미사용
이보람,491219-2498414,010-4530-7180,subin45@gimgimjeong.com,세종특별자치시 세종시 연서면 와촌리,360사8653,Vivo X60,다가구,교사,O,초록,기혼,없음,승용차,5,여행,1982,LG U+,사용
김성수,880516-2708134,010-8202-8043,gimsunog@coegimgim.com,충청북도 청주시 상당구 남일면 화당리,644가5251,iPhone XS,단독주택,의사,AB,분홍,미혼,파충류,자전거,3,수영,1982,SKT,미사용
고경수,960814-2908736,010-2177-8512,tsim@gimbaggim.com,울산광역시 중구 약사동,925마1734,Vivo Y72,다가구,자영업,A,노랑,기혼,새,승용차,3,등산,2007,알뜰폰,미사용
박현주,840213-2651617,010-4562-6382,caeweonjang@gimihwang.com,경상남도 함양군 유림면 국계리,707사1026,LG Velvet,빌라,공무원,AB,초록,사별,물고기,트럭,6,영화감상,1992,알뜰폰,사용
허지연,080829-3067845,010-7187-7197,yeongjingim@jusighoesa.kr,충청북도 단양군 단성면 두항리,761다1072,Motorola Edge 20,빌라,디자이너,O,보라,이혼,고양이,전기차,2,자전거,1981,SKT,사용
김지우,830916-2604432,010-9375-8007,bagmisug@gimi.com,세종특별자치시 세종시 금남면 축산리,301다5972,LG Wing,연립주택,회사원,B,회색,미혼,파충류,트럭,6,자전거,1983,LG U+,사용
이경희,960820-1819574,010-5828-3882,migyeongi@ihong.org,세종특별자치시 세종시 조치원읍 교리,744라5959,LG Wing,아파트,학생,AB,회색,사별,고양이,자전거,2,독서,1991,알뜰폰,사용
최동현,910925-1119585,010-7827-1767,una@hanca.org,전라남도 무안군 삼향읍 유교리,280바4040,Xiaomi Mi 11,단독주택,마케터,B,초록,이혼,고양이,트럭,3,운동,1989,SKT,사용
김미영,860717-1916250,010-5095-8267,gimsunja@gimio.kr,충청북도 증평군 증평읍 중동리,957나4319,iPhone 14,원룸,자영업,B,분홍,미혼,고양이,자전거,6,사진,1984,SKT,미사용
이서영,100910-3890599,010-5414-7583,jeongsun00@hanharyu.com,부산광역시 북구 금곡동,741다8303,Oppo Reno 6,다가구,자영업,AB,파랑,이혼,새,오토바이,1,게임,1997,알뜰폰,미사용
김지혜,980924-1338487,010-6307-2915,seongjinbae@gimmun.net,전라북도 임실군 지사면 방계리,978가4801,Oppo Find X3,빌라,간호사,AB,초록,미혼,물고기,전기차,4,게임,2006,KT,미사용
박민수,620922-2384702,010-9208-2262,baghyeonjeong@jusighoesa.com,대전광역시 대덕구 비래동,282사1421,LG Velvet,오피스텔,프리랜서,AB,보라,이혼,새,트럭,2,운동,2006,KT,사용
박예지,551018-1568749,010-7848-4310,gimeunjeong@jusighoesa.com,세종특별자치시 세종시 장군면 도계리,213라8242,Vivo X60,아파트,디자이너,A,초록,미혼,강아지,오토바이,3,여행,2005,알뜰폰,사용
이성훈,830831-2941963,010-8425-7982,yeongjini@yu.org,경상북도 영천시 북안면 반정리,537라3508,Galaxy S10,연립주택,자영업,O,빨강,이혼,파충류,버스,3,요리,1987,알뜰폰,사용
송수진,140705-3398038,010-5655-4772,seongjin99@jigo.kr,경기도 양평군 지평면 일신리,595가2222,iPhone 11,연립주택,간호사,AB,노랑,이혼,물고기,전기차,2,영화감상,1988,KT,미사용
박예준,521008-2754118,010-2184-4225,xgim@jusighoesa.net,세종특별자치시 세종시 전의면 서정리,602가1973,OnePlus 9,원룸,공무원,O,회색,미혼,물고기,트럭,1,수영,1991,SKT,사용
김재현,850315-1800173,010-6869-6433,jeongja69@gimbaeg.org,부산광역시 동구 좌천동,39바9547,iPhone 8,연립주택,공무원,A,파랑,사별,파충류,오토바이,4,게임,2006,KT,사용
김영수,480904-1018852,010-2710-6849,vbag@jangi.org,대전광역시 대덕구 덕암동,345가5890,iPhone 14,단독주택,자영업,A,노랑,미혼,물고기,트럭,3,독서,2002,KT,미사용
하상호,880704-1712006,010-3164-9063,zsin@yuhanhoesa.kr,강원도 정선군 정선읍 여탄리,196바7470,Galaxy M12,빌라,학생,A,파랑,이혼,고양이,오토바이,1,게임,1984,KT,미사용
이서윤,940611-1202086,010-5414-6014,hyeonjibag@bagyango.org,광주광역시 광산구 지평동,780라2724,Pixel 8,연립주택,디자이너,AB,빨강,미혼,고양이,자전거,4,자전거,1984,SKT,미사용
이민수,880915-2218854,010-7979-6724,seoyun47@gimgim.com,제주특별자치도 제주시 이도일동,484가5570,LG Q92,빌라,의사,O,검정,미혼,햄스터,버스,1,자전거,1980,LG U+,사용
이지후,641104-2200977,010-3598-4273,ygim@ugimsong.kr,강원도 양구군 동면 덕곡리,175나3938,iPhone X,단독주택,개발자,B,회색,이혼,새,트럭,1,독서,2007,SKT,미사용
우혜진,010122-4352573,010-2346-7553,seongminryu@yuhanhoesa.kr,경상북도 영덕군 병곡면 사천리,295다7162,iPhone XS,원룸,학생,O,분홍,사별,강아지,승용차,3,독서,2004,SKT,사용
안정호,130412-3241505,010-1647-3540,jungsu46@yuhanhoesa.com,전라북도 완주군 운주면 금당리,813가2935,Realme GT,오피스텔,개발자,A,파랑,이혼,새,SUV,1,영화감상,2001,알뜰폰,사용
박옥순,531003-2715287,010-2922-3859,hanminjae@seoibag.net,서울특별시 관악구 신림동,772마7231,Redmi 9,원룸,연구원,O,검정,사별,물고기,승용차,5,쇼핑,2000,알뜰폰,사용
주정호,031016-3921649,010-8002-8262,areum15@ju.kr,대전광역시 중구 정생동,364사8486,Pixel 4a,아파트,디자이너,O,주황,미혼,없음,오토바이,4,영화감상,2004,LG U+,미사용
양은서,130630-3176942,010-6194-8295,ijiweon@yuni.net,부산광역시 중구 중앙동4가,362가5973,Pixel 4a,단독주택,간호사,AB,회색,기혼,고양이,오토바이,3,등산,2005,KT,미사용
김민수,541020-1598156,010-3095-2011,gusanghun@gimgimo.com,울산광역시 북구 호계동,708마1117,iPhone 14,빌라,프리랜서,B,빨강,미혼,파충류,전기차,4,독서,2010,SKT,사용
박민지,471225-2589773,010-8871-3725,yson@hangimcoe.com,광주광역시 남구 대지동,375가5710,Galaxy Note 10,빌라,마케터,O,분홍,사별,새,오토바이,5,자전거,1990,알뜰폰,사용
이승민,550212-2065691,010-8418-1605,iyeongjin@iibag.com,서울특별시 성북구 동소문동6가,20나6743,Galaxy Note 20,연립주택,연구원,O,분홍,이혼,물고기,SUV,3,등산,1992,SKT,미사용
박도현,600311-2125042,010-6953-3833,ogsun45@yu.com,경상북도 영천시 화북면 자천리,199라5791,Redmi 9,기숙사,간호사,O,보라,사별,햄스터,버스,4,사진,1989,LG U+,사용
이승현,891104-2748124,010-5852-6628,pbag@coeibag.com,전라북도 남원시 아영면 구상리,606가6447,Xiaomi Redmi Note 10,빌라,마케터,A,보라,사별,새,버스,3,쇼핑,1983,LG U+,미사용
김지현,970202-1663391,010-5187-2329,yuseongsu@mingim.com,전라북도 익산시 여산면 태성리,394라4501,Galaxy Note 10,원룸,마케터,O,초록,미혼,강아지,전기차,2,여행,2003,LG U+,미사용
박예준,121225-3037522,010-3569-9870,ryuseoyun@yuhanhoesa.com,세종특별자치시 세종시 부강면 문곡리,610바1571,LG G8,단독주택,마케터,B,파랑,사별,고양이,오토바이,5,영화감상,2006,LG U+,사용
김미경,990227-1251499,010-1258-7619,yhan@gimgweongang.kr,경상남도 김해시 상동면 매리,283마4536,Xiaomi Redmi Note 10,다가구,마케터,A,검정,이혼,햄스터,자전거,5,요리,1990,알뜰폰,사용
김혜진,840814-1912436,010-8574-8830,uu@jusighoesa.kr,서울특별시 송파구 삼전동,930사8194,Galaxy S21,원룸,간호사,A,보라,미혼,파충류,버스,2,음악감상,1981,알뜰폰,사용
강도현,040826-4722740,010-4732-4773,seonghyeon87@yuhanhoesa.com,경상북도 봉화군 상운면 설매리,136다3905,Galaxy S23,단독주택,개발자,O,주황,사별,없음,승용차,3,요리,2008,알뜰폰,사용
정영순,960608-2892240,010-7414-1659,coeeunjeong@yuhanhoesa.org,경상남도 창녕군 유어면 세진리,443가6111,iPhone 8,연립주택,마케터,A,회색,기혼,햄스터,버스,3,독서,1991,SKT,사용
황채원,680726-2079219,010-6026-9198,yunsangceol@bagi.kr,세종특별자치시 세종시 연서면 용암리,739마1707,Galaxy S10,오피스텔,간호사,O,보라,미혼,햄스터,전기차,1,수영,2004,KT,사용
조재호,840413-1268188,010-4110-8006,ti@yuhanhoesa.com,충청남도 당진시 사기소동,674바7610,Galaxy A12,연립주택,디자이너,AB,흰색,미혼,파충류,버스,6,수영,2009,LG U+,사용
박채원,851210-1484020,010-3386-2458,wjo@sinryu.kr,충청남도 부여군 임천면 군사리,288마4615,OnePlus 9,단독주택,디자이너,A,검정,사별,파충류,승용차,6,게임,1987,알뜰폰,미사용
황현숙,090226-3179341,010-6217-1583,jeonghyi44@gimmungim.com,부산광역시 수영구 남천동,679가6975,Galaxy Note 20,아파트,디자이너,A,흰색,사별,햄스터,전기차,2,게임,1999,SKT,사용
김하윤,940513-1641741,010-6973-3098,seongho80@jusighoesa.net,강원도 고성군 죽왕면 가진리,121바5681,Xiaomi Poco F3,아파트,연구원,A,회색,사별,새,SUV,5,등산,2004,SKT,사용
이혜진,511122-1067431,010-3397-8368,ygim@yuhanhoesa.org,부산광역시 동구 초량동,187사8022,LG Wing,오피스텔,간호사,A,분홍,미혼,파충류,자전거,6,여행,1995,알뜰폰,미사용
김명숙,700314-1354728,010-4747-3473,yeonghwan92@yu.net,인천광역시 중구 도원동,426가1499,LG G8,원룸,교사,A,보라,사별,새,SUV,4,음악감상,1984,KT,사용
김중수,590322-2253245,010-1433-3601,seohyeongim@jusighoesa.kr,부산광역시 서구 부민동2가,647사2152,Redmi 9,단독주택,공무원,O,검정,이혼,파충류,전기차,3,요리,2004,LG U+,미사용
이상호,970419-1827449,010-4942-5666,ryu@yuhanhoesa.kr,전라북도 전주시 완산구 동완산동,168라4965,Galaxy S10,빌라,자영업,B,분홍,미혼,강아지,전기차,4,자전거,2005,LG U+,미사용
황민서,550504-1019943,010-8651-1223,eunjeong79@ju.com,대구광역시 동구 신무동,356가7967,Huawei P50,연립주택,학생,A,분홍,이혼,고양이,자전거,4,운동,2010,SKT,미사용
이숙자,080919-3651805,010-1070-9401,haseongho@iryubae.com,대구광역시 북구 금호동,840바9533,Pixel 6,기숙사,디자이너,AB,노랑,기혼,고양이,승용차,1,쇼핑,1990,KT,미사용
최우진,701222-2150794,010-8730-2781,gojeonghyi@yuhanhoesa.org,전라북도 고창군 아산면 봉덕리,135바7655,iPhone 11,빌라,연구원,O,노랑,사별,고양이,오토바이,6,자전거,1981,SKT,미사용
김수민,801109-2036993,010-8444-7138,gimjunho@gimsimbag.net,전라남도 고흥군 두원면 대금리,120바9875,Sony Xperia 5 II,오피스텔,연구원,A,파랑,사별,고양이,전기차,1,등산,2000,KT,사용
이혜진,470119-2381390,010-1070-9049,coeminseog@jusighoesa.com,제주특별자치도 제주시 애월읍 하귀1리,162바9295,Galaxy S9,빌라,회사원,B,보라,이혼,새,승용차,3,운동,1985,알뜰폰,사용
이중수,720720-1845164,010-7855-8179,vgim@songgim.kr,경상북도 청송군 주왕산면 상의리,642사2731,Vivo Y72,아파트,간호사,AB,회색,기혼,강아지,버스,1,사진,2001,SKT,사용
이예진,990722-1391846,010-8479-7853,jimin75@ihwang.kr,인천광역시 동구 만석동,66라6419,Realme GT,다가구,교사,AB,파랑,기혼,고양이,SUV,1,수영,2006,알뜰폰,사용
안성민,611230-2288296,010-7978-8124,siu08@jusighoesa.net,경상남도 함양군 함양읍 죽곡리,108나6070,Pixel 4,기숙사,자영업,O,파랑,사별,새,전기차,3,자전거,1992,알뜰폰,사용
이준혁,630708-1847544,010-3116-9459,obag@seonggangbag.net,강원도 양구군 방산면 송현리,550사3380,Huawei Mate 40,단독주택,공무원,O,회색,사별,파충류,SUV,5,쇼핑,2005,알뜰폰,사용
박지영,830112-2559886,010-9495-6177,gimyeongil@ibag.org,제주특별자치도 서귀포시 서귀동,332다8341,LG Velvet,원룸,프리랜서,B,주황,기혼,없음,승용차,3,요리,1991,LG U+,미사용
이상훈,671103-2782462,010-1112-3415,seohyeon27@ju.com,부산광역시 남구 감만동,458마4903,Vivo X60,아파트,의사,O,주황,미혼,고양이,버스,1,수영,1980,SKT,미사용
조지후,840131-2754870,010-8217-6734,minjun06@gwaggim.kr,충청북도 충주시 직동,188다1585,Galaxy S21,오피스텔,자영업,B,흰색,미혼,없음,SUV,6,등산,1991,LG U+,미사용
김지은,790308-2000139,010-8879-5014,qyu@yu.com,서울특별시 도봉구 도봉동,421마2120,LG Wing,아파트,자영업,O,노랑,사별,없음,승용차,6,여행,1999,알뜰폰,미사용
홍성민,520723-2887248,010-6185-2569,seungminbae@baggim.kr,제주특별자치도 서귀포시 성산읍 오조리,301나8512,Galaxy A52,단독주택,개발자,B,분홍,미혼,없음,버스,1,등산,1997,SKT,미사용
이영식,631020-2251565,010-7481-7342,wgim@ju.com,경상북도 울진군 죽변면 봉평리,935사3913,iPhone 12,원룸,공무원,AB,흰색,사별,햄스터,승용차,5,등산,1995,KT,사용
이민서,860612-1627269,010-3232-7252,jeongho04@songgim.com,대전광역시 대덕구 용호동,150사6177,Pixel 8,원룸,디자이너,A,노랑,사별,없음,자전거,1,영화감상,1985,알뜰폰,미사용
김하윤,070111-3173799,010-1011-9485,gimminsu@yuhanhoesa.org,광주광역시 북구 각화동,396나7229,iPhone 11,기숙사,의사,O,파랑,이혼,고양이,전기차,1,독서,1997,LG U+,사용
김정훈,520226-1219574,010-4597-5147,gyeongsug00@iihong.net,충청남도 아산시 배방읍 수철리,56마1542,Sony Xperia 1 III,다가구,개발자,B,흰색,이혼,새,자전거,4,자전거,1990,알뜰폰,사용
김정자,590909-2070784,010-7599-4509,jgim@gimi.com,충청북도 청주시 서원구 현도면 중삼리,695바5942,Oppo Find X3,아파트,간호사,AB,주황,이혼,물고기,트럭,4,운동,1986,KT,미사용
서민재,980828-1300649,010-1613-8576,sanghyeon13@yuhanhoesa.com,대전광역시 중구 문창동,956사9851,Galaxy Note 20,빌라,개발자,A,분홍,기혼,강아지,승용차,3,사진,2001,KT,미사용
문서연,481205-2537751,010-5558-6264,iseoyeong@ganggim.net,충청남도 천안시 동남구 북면 운용리,587마2161,Galaxy Z Flip,오피스텔,학생,O,분홍,기혼,물고기,승용차,3,등산,2000,SKT,미사용
백성진,600809-2327918,010-7080-6936,sunja60@seoseogim.org,부산광역시 수영구 망미동,464라9037,OnePlus 8T,다가구,의사,B,노랑,미혼,고양이,전기차,5,자전거,1990,SKT,미사용
하민지,850112-2282633,010-1162-8485,migyeonggim@yuhanhoesa.com,충청북도 괴산군 청안면 운곡리,691가1721,Galaxy S10,기숙사,회사원,B,빨강,사별,고양이,승용차,3,요리,1999,KT,사용
김동현,860927-1343420,010-9421-8446,mi@ju.kr,강원도 양구군 양구읍 송청리,753가2758,Oppo Reno 6,빌라,마케터,AB,분홍,이혼,햄스터,승용차,5,독서,1983,LG U+,사용
조지원,580526-1332506,010-9527-2055,jeongung01@gimnamsong.org,경상북도 군위군 산성면 무암리,629바2578,LG G8,원룸,간호사,AB,분홍,사별,고양이,트럭,1,게임,1987,LG U+,미사용
김지현,700502-2848381,010-7965-3912,di@ju.kr,경기도 안양시 만안구 석수동,760바5080,Galaxy S21,빌라,간호사,O,흰색,사별,없음,버스,3,게임,1996,LG U+,사용
조병철,560630-2700662,010-7036-9091,ogsuni@yu.net,경상북도 영주시 이산면 두월리,214다8729,Pixel 8,다가구,간호사,O,회색,이혼,고양이,버스,4,여행,1987,KT,사용
오수진,521202-2790246,010-4655-4453,yeonghyi54@yu.org,강원도 횡성군 횡성읍 곡교리,459가5279,Pixel 6,아파트,자영업,O,검정,이혼,없음,트럭,1,음악감상,1986,KT,미사용
김명자,520405-1579519,010-3083-8784,gimyeongmi@gimbaggu.com,경기도 수원시 장안구 천천동,181나1215,Galaxy S21,단독주택,교사,O,회색,사별,파충류,트럭,2,운동,1990,SKT,미사용
김재호,721208-2715149,010-2160-3414,eunjeong61@igweonryu.kr,경기도 용인시 수지구 죽전동,367라3013,iPhone XS,오피스텔,교사,B,노랑,이혼,강아지,오토바이,3,쇼핑,1984,LG U+,미사용
손영자,951031-1535001,010-2494-6901,yeongsuggim@mingang.com,충청북도 음성군 소이면 비산리,110사6799,Galaxy A12,기숙사,연구원,AB,흰색,미혼,햄스터,승용차,1,음악감상,1991,SKT,사용
차지연,720617-1223809,010-5292-5627,eunyeong09@ii.com,제주특별자치도 제주시 일도이동,530라8309,Galaxy Z Fold,빌라,자영업,AB,분홍,미혼,물고기,SUV,4,등산,1984,SKT,미사용
박예준,501231-1276664,010-7619-2446,jeongnam64@gimgweongim.com,충청남도 보령시 웅천읍 죽청리,101다7180,Galaxy Z Flip,빌라,자영업,AB,초록,기혼,파충류,승용차,1,영화감상,1983,SKT,미사용
박도현,720517-1310096,010-7932-3164,gimminseo@heogim.kr,경상남도 합천군 용주면 가호리,140라3561,OnePlus 8T,단독주택,교사,B,노랑,미혼,파충류,오토바이,2,사진,1994,KT,사용
김정훈,740714-1490784,010-3503-5310,eunjeongi@coegimno.kr,광주광역시 광산구 월전동,956다8868,Realme GT,오피스텔,디자이너,O,초록,미혼,햄스터,승용차,3,영화감상,1994,알뜰폰,사용
김서현,601018-2959133,010-5531-6664,zyun@yu.com,광주광역시 북구 본촌동,652나9858,Huawei Mate 40,오피스텔,디자이너,AB,주황,사별,새,오토바이,5,여행,2008,SKT,미사용
우서영,620731-2690632,010-2915-2135,hangyeonghyi@ju.com,제주특별자치도 제주시 구좌읍 세화리,683가3785,Oppo Reno 6,연립주택,교사,A,검정,기혼,햄스터,승용차,1,수영,2008,KT,사용
김영수,860802-1860644,010-8944-6201,yunseogweon@gimgim.com,서울특별시 영등포구 문래동3가,517나2924,Galaxy A52,기숙사,연구원,O,주황,미혼,고양이,트럭,3,게임,1994,SKT,미사용
이하은,670504-1191527,010-7650-3267,gimminjun@imgobaeg.com,세종특별자치시 세종시 금남면 집현리,370라3078,Galaxy S23,연립주택,프리랜서,B,주황,기혼,강아지,자전거,6,독서,1997,LG U+,사용
김승민,921024-1426595,010-4153-6356,ayun@yu.net,경상북도 포항시 남구 동해면 흥환리,674라9238,Oppo Find X3,연립주택,연구원,A,빨강,기혼,없음,SUV,2,사진,2005,LG U+,미사용
박서윤,731127-2744104,010-9293-7780,gimgyeonghyi@jusighoesa.kr,충청북도 충주시 직동,288사9983,Huawei Mate 40,빌라,프리랜서,AB,주황,사별,없음,버스,5,여행,2005,KT,사용
박승민,710622-1395993,010-8451-6744,jeongsug51@jusighoesa.com,부산광역시 북구 금곡동,707다3811,Oppo Reno 6,연립주택,학생,O,노랑,미혼,없음,SUV,3,등산,1984,KT,미사용
홍예은,970330-2104148,010-1237-4215,subin25@gimgim.kr,경상남도 사천시 벌리동,626다9009,LG V60,다가구,간호사,A,분홍,기혼,없음,오토바이,3,여행,1986,SKT,사용
윤순자,041003-3335394,010-4350-5644,jeongja48@yu.com,인천광역시 계양구 장기동,324다3604,Pixel 4,다가구,의사,O,빨강,사별,강아지,자전거,6,수영,1988,SKT,사용
이하은,140820-4682087,010-9044-5040,bhan@yuhanhoesa.net,경기도 안산시 상록구 이동,73사3048,Pixel 6,다가구,의사,O,보라,미혼,고양이,자전거,5,등산,2002,LG U+,사용
정영철,110503-4705157,010-9954-9234,jeongsug73@gimnogo.net,세종특별자치시 세종시 전동면 송곡리,621가6717,Galaxy Z Fold,빌라,프리랜서,AB,회색,기혼,강아지,트럭,3,쇼핑,1995,알뜰폰,미사용
김성현,921113-2004188,010-1284-8167,seongjingo@gimii.net,강원도 정선군 임계면 낙천리,695마9742,LG V60,단독주택,교사,AB,빨강,이혼,새,오토바이,3,게임,2007,SKT,사용
이영환,020823-3705490,010-1969-1631,junseoi@ju.kr,대구광역시 남구 봉덕동,621다8912,LG Q92,기숙사,디자이너,A,흰색,미혼,파충류,전기차,6,사진,1990,LG U+,사용
문정자,721203-1514929,010-1677-8035,ogja87@ju.net,대구광역시 수성구 중동,601바7621,iPhone X,빌라,자영업,AB,파랑,사별,햄스터,트럭,4,게임,1990,알뜰폰,사용
안은지,751115-2414084,010-9248-2584,yeonggil19@munbaggweon.kr,제주특별자치도 제주시 추자면 영흥리,662사9402,iPhone 12,단독주택,교사,AB,파랑,이혼,햄스터,SUV,6,독서,1981,알뜰폰,미사용
김민지,960109-2470144,010-5655-4904,gimsanghun@yuhanhoesa.com,광주광역시 동구 충장로5가,759마9231,Galaxy A52,원룸,디자이너,AB,검정,미혼,햄스터,자전거,1,쇼핑,2002,LG U+,사용
김상현,140919-4286197,010-6676-5527,anjunhyeog@ju.kr,부산광역시 기장군 정관읍 매학리,94라7917,Huawei Mate 40,연립주택,연구원,O,빨강,미혼,새,오토바이,5,독서,1994,LG U+,사용
박영식,000507-3133383,010-3822-2235,seohyeonson@ju.com,전라북도 익산시 함열읍 용지리,244바5719,Oppo Find X3,다가구,개발자,B,주황,이혼,없음,버스,3,여행,2005,LG U+,사용
박영식,590119-2585564,010-1914-8336,ui@jusighoesa.com,광주광역시 서구 용두동,705사5605,iPhone 7,원룸,연구원,AB,파랑,사별,새,승용차,1,운동,1982,LG U+,사용
