address,birth_year,blood_type,car_plate,email,family_size,favorite_color,hobby,job_type,marital_status,mobile_carrier,name,pet_type,phone_model,phone_number,residence_type,sns_usage,ssn,vehicle_type,mk_serial_number,matching_key
경기도 안산시 단원구 신길동,1993,O,612나3977,sonsangceol@angimjeon.com,6,초록,음악감상,연구원,기혼,SKT,김순자,강아지,Pixel 7,010-3253-7824,아파트,사용,811124-2042102,승용차,data2_20250602185128961493_4845,493c563bdcaf24910d445ba39c2217b808268c97d183937ba2c8d0f9025bb40a
대구광역시 수성구 범물동,1985,B,271가2141,gbag@yuhanhoesa.kr,4,회색,자전거,회사원,미혼,KT,김영환,물고기,Galaxy S23,010-9606-6841,빌라,사용,551011-2156500,자전거,data2_20250602185128961493_4846,3e4cc2196701479306162986683017d708b99df0e65fe60aa7087e986ae55ac2
대전광역시 동구 가양동,1986,AB,734바8842,gimjiyeong@ju.com,5,파랑,독서,마케터,기혼,알뜰폰,박서준,새,Galaxy M12,010-9545-2289,연립주택,미사용,900320-2269647,버스,data2_20250602185128961493_4847,eceb42b6fe8a52a4aa203f219c76e11af6dcc4117cea75ea3abd02e10cf3ebda
경상남도 거창군 신원면 덕산리,1988,O,236마2215,gimsanghun@ii.kr,4,주황,운동,프리랜서,기혼,KT,이정숙,없음,Galaxy M12,010-2733-5535,아파트,사용,610109-2491849,버스,data2_20250602185128961493_4848,6f0d98531d982286ee7bfe3e700fe953bc064120350c37b651cc804689cfedc9
광주광역시 동구 황금동,2009,B,157라2311,gimgeonu@iii.net,4,주황,자전거,의사,이혼,LG U+,김민재,없음,Xiaomi Poco F3,010-6014-6581,원룸,미사용,450715-2895071,전기차,data2_20250602185128961493_4849,5345ceb5311a31c28ee54b128f40822e1274662c843c0116f8277ec987430dfc
경상남도 남해군 상주면 상주리,1996,A,332사8781,jeonghyi41@jusighoesa.kr,5,파랑,독서,의사,사별,SKT,최영희,없음,Galaxy Note 10,010-3941-5949,연립주택,미사용,890716-2790961,버스,data2_20250602185128961493_4850,a3ff5926825a811d33dc0b6f00c5dbab8b6aa732c44ad30d80a1642e6e51bb3a
광주광역시 동구 불로동,1998,B,645라6839,gjo@gimgim.com,5,노랑,요리,프리랜서,기혼,알뜰폰,최영호,햄스터,Xiaomi Mi 11,010-8447-4191,기숙사,사용,730825-2699040,전기차,data2_20250602185128961493_4851,b5969d0270ef5027614eb0379448906b217fcb202b4fae16aace36dd0fbe7298
대전광역시 서구 괴곡동,2003,B,47사3998,hyeonjeongi@ganggimgim.kr,4,분홍,영화감상,개발자,이혼,KT,이성현,고양이,OnePlus 8T,010-9527-2244,빌라,사용,490501-2924323,승용차,data2_20250602185128961493_4852,3ce79f90aac795fca06a892bf3e92f37ec18b97cce643c3a5fc472e3b73dd14e
서울특별시 송파구 신천동,1985,A,412마9266,hyeonjeongi@ju.kr,5,노랑,자전거,의사,미혼,LG U+,이경자,없음,Sony Xperia 1 III,010-2172-4409,아파트,미사용,710102-1190193,승용차,data2_20250602185128961493_4853,3cb39e29ee1dc87a86791636a04ebe4b7cc19981edbc755ea2cc7a382025473a
대구광역시 중구 서성로2가,1981,O,602다5355,yeeun38@igim.com,2,분홍,영화감상,프리랜서,기혼,LG U+,임은지,없음,Vivo Y72,010-4236-6652,원룸,사용,700719-2804558,오토바이,data2_20250602185128961493_4854,0acf4536371fa1db773636315f8043280b933745cdc64c216720aab66c8b11a7
서울특별시 은평구 역촌동,2004,A,279다8465,seunghyeon33@yuhanhoesa.com,1,검정,등산,자영업,이혼,KT,최준서,새,Pixel 5,010-4815-5950,다가구,사용,040810-3479148,자전거,data2_20250602185128961493_4855,b0a550683e65fd078c42c8d5c98052acfb895bb100f23c5a023bc5a5099115f2
서울특별시 서대문구 대신동,2003,A,161다6852,hyeonu75@jusighoesa.kr,4,흰색,수영,교사,사별,LG U+,이정희,물고기,Vivo X60,010-4550-8471,다가구,사용,040524-3637032,오토바이,data2_20250602185128961493_4856,e115df96831f98e5901b60aea1536466cc10a41f9368f9768020a4572e30e188
충청남도 서산시 해미면 휴암리,2006,O,326라1580,djeon@yuhanhoesa.com,3,초록,영화감상,공무원,기혼,알뜰폰,서중수,햄스터,Redmi 9,010-3710-5106,다가구,사용,951030-2167434,SUV,data2_20250602185128961493_4857,ce68fc847cffacb04ecc4a6d8341a0b7a7514fb5ee8096b568dab2a7c4d8629a
울산광역시 북구 중산동,2008,AB,711바6184,lgo@ibag.kr,5,노랑,영화감상,개발자,사별,알뜰폰,이민수,없음,Galaxy A12,010-4952-1118,아파트,미사용,790520-1055845,전기차,data2_20250602185128961493_4858,670a1a82b35401d78ab1c2c0f36853d38a4bca45f6274618fb1ba4d16d07b946
제주특별자치도 서귀포시 안덕면 서광리,1983,AB,108나9748,vgang@gimnam.kr,5,초록,여행,의사,사별,LG U+,손순옥,없음,iPhone 12,010-4531-2468,빌라,사용,540806-1257382,자전거,data2_20250602185128961493_4859,f79611f3e7b57e8f50d5903ef7fe28a1399db33d6b28e3338372e5b515665fd6
인천광역시 계양구 평동,1995,A,275바8845,jihye46@ioi.kr,5,노랑,수영,연구원,이혼,알뜰폰,구성현,강아지,Vivo X60,010-6812-9632,오피스텔,미사용,100128-4497090,승용차,data2_20250602185128961493_4860,542a91d93b90dbb041c34e3a341b7716d4d1ff9585a4934ca27b371b7e4af5d7
경기도 수원시 장안구 조원동,1989,B,87바9636,seongjinbag@yu.kr,3,보라,수영,학생,사별,KT,한지아,강아지,Pixel 4a,010-5309-7864,연립주택,미사용,490714-1948864,전기차,data2_20250602185128961493_4861,800657f20fdeba4f411937ee9652eb198ab69916b60c5997998c7985275c34a4
광주광역시 서구 양동,2001,B,510다1038,seongjin36@ju.net,4,주황,게임,의사,사별,알뜰폰,김수민,파충류,Galaxy Z Flip,010-2268-9522,기숙사,사용,040617-3925949,자전거,data2_20250602185128961493_4862,294668288fb1140d9208d37f3ec89f642670cf45b6ddf63ea3d64bb86f44a4b5
대전광역시 서구 갈마동,2003,AB,380다7657,iyun@yuhanhoesa.com,3,초록,자전거,마케터,기혼,LG U+,박도윤,없음,Redmi 9,010-3885-6972,단독주택,미사용,791112-1113519,오토바이,data2_20250602185128961493_4863,c3ed012bdbc89bdd6e418da76860b6e89c3ea41bc030bb115560b4e46c0b6ed8
대전광역시 유성구 화암동,2002,O,919바5394,zgim@gimgimi.kr,4,초록,게임,학생,미혼,SKT,김영수,새,Oppo Find X3,010-6725-5463,연립주택,미사용,030131-3254599,자전거,data2_20250602185128961493_4864,3b1f2721051027c57c25f2e0a9c87893362b04c8e44d647231ec9e99f626b55c
인천광역시 강화군 화도면 흥왕리,1998,B,224마9251,jeongsig27@ju.kr,2,흰색,독서,학생,기혼,KT,서서윤,고양이,Vivo Y72,010-7553-7801,기숙사,미사용,650801-1560131,SUV,data2_20250602185128961493_4865,81deafaa372c9dd5bd56832d6e05aca3baf239b54b484e1109cf38bfe41fa461
경상남도 함안군 가야읍 사내리,1985,A,492라8746,yeweonbag@ju.kr,2,노랑,음악감상,개발자,미혼,KT,윤도윤,고양이,iPhone 14,010-9187-7077,단독주택,미사용,081224-4282311,트럭,data2_20250602185128961493_4866,5343a90711fc3fc9e611b92e7abae5fb0bb97482c0dca0fb40c0bae59ef60c85
인천광역시 계양구 귤현동,1980,AB,151나6021,gyeongsui@ju.org,5,파랑,독서,디자이너,미혼,LG U+,윤상훈,없음,Galaxy Z Flip,010-1215-9964,다가구,사용,801031-2222783,버스,data2_20250602185128961493_4867,510fcf6d5e1432946dc9091a859fce807b1f6bf2ff1f688a4e8ff77035fd962d
제주특별자치도 제주시 애월읍 고내리,1984,B,692나1531,jhwang@jusighoesa.kr,1,검정,운동,프리랜서,이혼,LG U+,나정남,고양이,Pixel 5,010-6192-4591,빌라,미사용,470604-1156284,버스,data2_20250602185128961493_4868,4ea3b60190145807133e1b9751388b3bf0adaac6119f88a04d1460d9deb4e16a
경상북도 고령군 쌍림면 안림리,1987,O,475가5238,minjun57@jusighoesa.net,5,노랑,자전거,회사원,기혼,SKT,노영순,새,Sony Xperia 1 III,010-4374-2205,아파트,미사용,950127-1138203,트럭,data2_20250602185128961493_4869,223b87ef7d49481a199d2d7798fea0296db259a10a965f1cd9ffc437b17d6ee3
울산광역시 중구 학산동,1987,O,421가5088,yeonghwani@ju.kr,5,회색,등산,마케터,미혼,알뜰폰,서준호,없음,iPhone XR,010-7311-4533,아파트,미사용,641203-2815382,승용차,data2_20250602185128961493_4870,646437d528763eefce016239e8a58678b8c4e031d47b4218e41fa3a24cd8a0b6
세종특별자치시 세종시 장군면 금암리,2001,A,410사7721,sgim@gimgim.org,6,주황,운동,교사,사별,KT,허정식,새,Galaxy S20,010-1301-2160,단독주택,사용,810225-1045265,자전거,data2_20250602185128961493_4871,bb93dbf8fc3af37fa9e5d8ccaceedf2d64017a38cc41b3d92e4e111f628ba24e
충청남도 아산시 둔포면 둔포리,1996,B,991라5907,hyeonji08@ju.org,5,흰색,쇼핑,자영업,기혼,KT,안서준,햄스터,OnePlus 8T,010-4748-7778,빌라,사용,860804-2969229,오토바이,data2_20250602185128961493_4872,cda74e0358484c40b2ec597db77dd1daf811e1a304db0c22322d8986fd3c5333
제주특별자치도 제주시 삼양일동,1986,B,490바1659,jeonghunson@ryugim.net,5,보라,음악감상,디자이너,이혼,SKT,정지후,강아지,Sony Xperia 1 III,010-3545-2440,단독주택,사용,571121-2695476,버스,data2_20250602185128961493_4873,85d74e48bb26734d8f6c23d38c58c307640dbf9bf15533c0d988704d911f3b4f
경기도 양평군 양평읍 공흥리,1993,B,853라9671,yheo@gimsong.net,3,보라,영화감상,공무원,기혼,알뜰폰,한정웅,물고기,Sony Xperia 5 II,010-5695-7813,빌라,미사용,490402-2776941,오토바이,data2_20250602185128961493_4874,a97894f288b1ece6853e518a724bfd2e75f640641ba20072f1703772a56c5089
강원도 동해시 내동,1995,A,126가2229,gimsanghun@jusighoesa.net,3,회색,여행,디자이너,미혼,KT,박하은,새,Sony Xperia 1 III,010-4697-2386,원룸,사용,690826-2741319,자전거,data2_20250602185128961493_4875,760d15445b420185adcb2ed68dd5cc19c0dc9e40a429d2b6fe6275dd7d0d43dd
전라북도 부안군 변산면 마포리,2009,A,428마6158,gyeongjagim@jusighoesa.net,4,회색,쇼핑,학생,이혼,KT,김은지,없음,Motorola Moto G Power,010-3951-1360,원룸,사용,501016-1056743,버스,data2_20250602185128961493_4876,d65553f50098c9076e4e4a800da2d87e1d7a6d833649a08cfb97ff825e78da81
경상남도 양산시 상북면 석계리,1988,B,731가4359,gimgyeongja@gimi.org,1,주황,자전거,자영업,미혼,KT,홍지영,강아지,Xiaomi Mi 11,010-1630-2626,빌라,미사용,030605-4879588,트럭,data2_20250602185128961493_4877,8ce9c6ad41e642006e9ae64ff947c105efd76983407bf656942ef2ebd79289cb
인천광역시 미추홀구 문학동,2005,AB,514바8250,gwangsujang@yuhanhoesa.com,4,주황,등산,의사,기혼,SKT,최상훈,강아지,Galaxy Z Flip,010-5990-7892,아파트,미사용,540105-2485620,오토바이,data2_20250602185128961493_4878,ed56318258151cfcc3437fe225a2f20bf2736a5d8255ee9fbf2b40e94837d26f
울산광역시 울주군 두서면 차리,1987,B,247사5119,jungsui@yu.net,6,회색,수영,간호사,이혼,SKT,김성현,햄스터,iPhone 11,010-9284-4148,오피스텔,사용,990222-1802704,오토바이,data2_20250602185128961493_4879,92664d8dc449377b5b5c64ac06181d6152f98369e1eb342fceedf58cf128a40f
경상남도 산청군 산청읍 옥산리,1987,A,977마9314,kjin@yu.com,1,초록,등산,디자이너,이혼,알뜰폰,진현우,물고기,iPhone 6S,010-8295-8540,아파트,미사용,510904-1966889,트럭,data2_20250602185128961493_4880,b28ee2d42483998aaced4c776cff6b42dddcba6e5e0fadc1855600bb40b7f599
부산광역시 강서구 화전동,1994,B,106라4990,ymin@icoe.kr,1,흰색,음악감상,마케터,미혼,KT,이건우,강아지,Xiaomi Mi 11,010-2886-1841,원룸,미사용,050423-3285257,오토바이,data2_20250602185128961493_4881,a23a74475cc272a08c913d61cd3595ca623216a6c8de06a89e8dabc186cf3cb2
대구광역시 달성군 구지면 화산리,1985,AB,58사6028,pbag@jusighoesa.org,4,초록,사진,의사,사별,SKT,김상훈,물고기,Galaxy S21,010-6465-6926,기숙사,사용,850114-1401879,버스,data2_20250602185128961493_4882,65345895b0a9b9b23887076d71e339550211523807c8534b4021b9027d48e10e
경기도 파주시 광탄면 방축리,1983,A,90사6258,jongsu26@ju.kr,4,주황,여행,교사,기혼,알뜰폰,서정웅,물고기,iPhone X,010-8690-2447,원룸,미사용,770912-2955867,트럭,data2_20250602185128961493_4883,682ecee1eaf4e48e968b2403134bb6848cde7f5c27c5c3578177cdf167ebe2cd
부산광역시 해운대구 재송동,1999,AB,167라4010,gimseongho@yu.org,3,노랑,수영,마케터,미혼,SKT,강승민,햄스터,Pixel 7,010-3195-6537,기숙사,미사용,740813-2782168,버스,data2_20250602185128961493_4884,3c2cfd1353c4722b8a7643de31ad93fe0fee7849f0658fdcb8c42c431273352c
서울특별시 강서구 오곡동,1985,B,422사2630,seohyeon47@jusighoesa.kr,6,보라,자전거,마케터,이혼,SKT,노지원,새,LG G8,010-6399-4776,아파트,미사용,501114-2393601,오토바이,data2_20250602185128961493_4885,cc3b79333f18d7a99f83f70bbc491e7b8ed4141b7d60c3fcfccff9e56ad7fc8a
부산광역시 부산진구 초읍동,2010,B,424사6810,jaehyeon67@bagjangbag.com,2,검정,쇼핑,회사원,이혼,LG U+,송현준,강아지,LG V60,010-6904-8624,다가구,사용,940812-1628270,자전거,data2_20250602185128961493_4886,9e2b48591663eac82a5eab248b9e4d6fd8622a61386a2912f0d7b993ad4e6a2d
부산광역시 부산진구 범전동,1983,AB,521바1782,jeonghungo@namcoeseo.com,2,파랑,영화감상,간호사,미혼,KT,심명숙,강아지,iPhone 6S,010-8474-2970,다가구,사용,760205-1633180,승용차,data2_20250602185128961493_4887,779cfbd8117efd86a8cf0756014bffac8d6565b506164e1308756324cf03d32b
광주광역시 북구 덕의동,1995,AB,507바5956,dheo@gimgimgim.kr,4,주황,음악감상,교사,이혼,SKT,황성수,없음,Vivo X60,010-7451-8324,단독주택,사용,970705-2770548,SUV,data2_20250602185128961493_4888,49419dee6c671484dc8dc99f992faa3a2fdecce14d7fcc3e1dadc0aaf5d92987
전라남도 신안군 비금면 신원리,2004,AB,47다1887,gimseonyeong@yuhanhoesa.kr,2,검정,영화감상,자영업,이혼,KT,김준호,파충류,iPhone 11,010-8464-7066,연립주택,사용,730507-2152064,오토바이,data2_20250602185128961493_4889,bc88e9d4d8487fd13037effd76739bdf35652c1d76ba7786b5a5c39af10374f7
충청남도 예산군 응봉면 증곡리,1996,A,535라7517,sgim@igimgim.com,6,노랑,요리,연구원,사별,KT,최지은,파충류,Redmi 9,010-2524-7688,기숙사,미사용,561006-1301738,트럭,data2_20250602185128961493_4890,fa154d5bba4ebc0b112b7b6800ef18e7fba424cd9fd2f960297224aa78f522a2
울산광역시 북구 정자동,2006,B,553마5158,jieuni@yu.net,1,파랑,여행,공무원,기혼,SKT,조아름,물고기,LG Wing,010-2196-6661,원룸,미사용,710224-1070643,버스,data2_20250602185128961493_4891,bb214cf055b83f9a72b95b1bfee32da144e91299f64f848b3775370e857ff1fa
경기도 수원시 장안구 연무동,1991,B,972사3580,iseungmin@ju.com,3,초록,게임,공무원,기혼,KT,김영길,고양이,Motorola Moto G Power,010-7504-6015,연립주택,미사용,730613-1337978,SUV,data2_20250602185128961493_4892,c602a545b7912f3e6c15add2d7e1b9a442a4b152c6a63dee4b8c6bde165d995d
광주광역시 북구 중흥동,1982,O,748바8067,eseo@yu.com,6,노랑,자전거,디자이너,미혼,LG U+,김명숙,없음,iPhone 13,010-3486-1036,다가구,미사용,720604-1950736,오토바이,data2_20250602185128961493_4893,eeaf2ac619721807720df85591ab0bec2e4fac24cd701fab1240810f26397df8
대전광역시 서구 복수동,2008,B,549바6418,minjun49@gimi.org,3,검정,여행,마케터,사별,알뜰폰,서서영,고양이,OnePlus 9,010-4867-6224,빌라,사용,941105-1150296,자전거,data2_20250602185128961493_4894,441548d7dfce165d050bbcaa06e9d2470aaf4bf6fd85a87bbebebb2880d66bf1
경기도 성남시 수정구 심곡동,1989,AB,506나8249,gimdonghyeon@iibag.kr,3,파랑,영화감상,연구원,미혼,알뜰폰,김지은,새,Galaxy S23,010-6494-9923,아파트,사용,790718-2178984,SUV,data2_20250602185128961493_4895,e5537518c28866ece6d9a868d693b014ba12aa51a4bdef36736367affa74e598
부산광역시 동래구 온천동,1986,AB,428다2196,eunjeong19@yu.com,6,흰색,음악감상,연구원,기혼,알뜰폰,서윤서,햄스터,LG Q92,010-9589-1828,원룸,사용,740129-1932359,SUV,data2_20250602185128961493_4896,d9a1e66cccf05d26daa9989fa74023b0d51fbf06d4e41c3a37ef94730119fb5f
전라남도 담양군 대전면 행성리,1983,A,491가4011,gimsunog@gimi.com,2,노랑,음악감상,프리랜서,사별,SKT,박정웅,새,Galaxy S9,010-7129-4201,아파트,사용,140819-4037439,버스,data2_20250602185128961493_4897,37aa7b5f952dc4f1c4ec00064baacc4510a9c56ac162dba3bcbcde32e1b8df9e
대구광역시 북구 복현동,1995,AB,744가1587,yeongil85@yu.kr,5,빨강,자전거,회사원,이혼,LG U+,김영희,파충류,Galaxy A12,010-9437-7474,아파트,미사용,570204-2475992,자전거,data2_20250602185128961493_4898,b71e583cb606ee983e4d76f08d582231846f30177b5c6e8c744095e99705f264
전라북도 임실군 운암면 운정리,2000,AB,356사1465,jimin25@ijang.com,3,검정,사진,의사,이혼,LG U+,남영진,강아지,Galaxy Note 10,010-5546-8634,다가구,미사용,820520-2551054,트럭,data2_20250602185128961493_4899,23a6051dd1a8587ee17c3f98ed21f57348e188346a8b35ace874d0ee3d8aa743
울산광역시 동구 동부동,2004,O,263가4539,migyeong10@baggimhong.kr,5,파랑,수영,간호사,사별,KT,심종수,새,Realme GT,010-6851-1096,아파트,사용,960128-1860174,전기차,data2_20250602185128961493_4900,89865041ed79461bd5c7c790affd1ccf27f5bc09cc9fb72e1fed2d26b6eb8f25
강원도 고성군 간성읍 금수리,2004,B,598나8856,yeonghwanheo@ju.com,3,검정,쇼핑,연구원,이혼,KT,윤명자,없음,Realme 8,010-4317-3634,아파트,미사용,730505-2813495,전기차,data2_20250602185128961493_4901,095a276863bb41acd27e11b60bd4fd43e211ef31289ce05d957f58bf1c62b211
경상북도 포항시 북구 흥해읍 초곡리,2005,A,74라3644,seoyun50@ju.kr,6,회색,영화감상,프리랜서,기혼,KT,김건우,파충류,Galaxy S23,010-2050-4988,빌라,미사용,620210-2069694,승용차,data2_20250602185128961493_4902,8c802bd04ea9b612a136db8f62fc1bd77137fc3bc784cf4bb8bea5e45478800b
대전광역시 대덕구 평촌동,2004,B,711마1300,yeonghyi49@ryugimhong.net,1,주황,음악감상,마케터,사별,KT,최영호,햄스터,iPhone 11,010-6017-6890,원룸,미사용,910104-2372573,버스,data2_20250602185128961493_4903,ef41b32e79a1fd86566a7b9ee8cf9a4fe9263aa4bdea8243b483f7de34d81adc
충청남도 보령시 웅천읍 성동리,1993,O,73다5512,junhyeog26@yuhanhoesa.com,2,흰색,요리,개발자,미혼,알뜰폰,장민석,새,OnePlus 9,010-8786-4701,다가구,사용,820929-2177302,승용차,data2_20250602185128961493_4904,4680fe429c219e766a117e6765a9ee4eebe0b5216de921bd745b724ec2dc5834
대전광역시 대덕구 신일동,1983,AB,125다1213,pcoe@ju.com,2,분홍,여행,마케터,미혼,LG U+,신민수,없음,Galaxy A52,010-3874-7237,원룸,사용,060827-3248317,버스,data2_20250602185128961493_4905,f6ac4d2ddf670db3b82f76facd0e10395339b3a7c2d7191e1a2f7f5104fa46d9
세종특별자치시 세종시 전의면 양곡리,1993,B,194바8386,gcoe@ii.com,2,주황,등산,자영업,사별,LG U+,강춘자,물고기,iPhone X,010-6672-2895,빌라,사용,580804-1173020,오토바이,data2_20250602185128961493_4906,09d559aa003c96219b8b80805611d1c268fe1595c60335d87def2d1729a38a91
제주특별자치도 제주시 삼도이동,2002,A,751마7417,oseo@yu.com,1,보라,수영,개발자,이혼,알뜰폰,문명숙,없음,LG V60,010-4040-3244,기숙사,사용,480909-1770726,전기차,data2_20250602185128961493_4907,4d340a6352fc81e1323c491d45d4810d354b6bbb4a8e325388d9236dbbe1ee3c
대구광역시 수성구 수성동2가,1993,A,820바6478,jhwang@yuhanhoesa.kr,4,주황,게임,자영업,기혼,KT,손시우,없음,Pixel 5,010-9165-8786,연립주택,사용,600618-1562224,SUV,data2_20250602185128961493_4908,e5c0ae2918f14f3d443d6118819304914e4b1221a53f5c445a75a2c4edb187f8
경상남도 거창군 거창읍 김천리,2005,B,565라8797,tcoe@ogim.net,1,빨강,영화감상,연구원,미혼,KT,박현지,새,LG V60,010-9264-8908,다가구,사용,490111-2630187,자전거,data2_20250602185128961493_4909,f86a0567cd08485c604c10f901be3140cad4ba124fcdcf52412371bffde7ee3f
경상남도 함안군 칠서면 무릉리,2003,A,888다4948,jinu35@jangoryu.net,6,분홍,요리,마케터,사별,SKT,김현정,파충류,iPhone 13,010-6444-5089,연립주택,사용,650907-2111206,트럭,data2_20250602185128961493_4910,782bafcfd61ec2577a096bd8fb5812e45caa1da59375d26ab4cf3405a9952263
충청남도 홍성군 광천읍 대평리,1984,B,957가3912,jihyeon36@yu.kr,4,보라,자전거,교사,기혼,LG U+,강상철,없음,Pixel 7,010-4923-4265,다가구,미사용,990514-1819165,승용차,data2_20250602185128961493_4911,cdc6c7504fafd557f2775c07bbfec75f76facbe8cf2b8e9792e102a07f1958b8
부산광역시 강서구 동선동,2010,B,638사3353,coeseunghyeon@isimryu.com,3,흰색,운동,교사,기혼,LG U+,황미정,햄스터,Oppo Reno 6,010-8478-3370,연립주택,사용,890623-2707506,전기차,data2_20250602185128961493_4912,7a82f41782a56def5c8d5b2b080f4fbe0223db2bb7e0136d2b372a380b51cb08
세종특별자치시 세종시 연동면 문주리,2004,B,465사3695,jiweoni@igimgim.com,5,흰색,사진,의사,기혼,KT,안영호,새,Galaxy A52,010-6872-7308,원룸,사용,551222-1898738,SUV,data2_20250602185128961493_4913,6924b4c2e111f0229bac4987fce7cf636d186a7b2483af8fae59e4310ad65c57
대구광역시 동구 입석동,1986,AB,827마5636,jihunsong@yu.com,1,노랑,독서,의사,사별,SKT,김정훈,파충류,iPhone SE,010-6785-8481,기숙사,사용,110115-4144947,승용차,data2_20250602185128961493_4914,6def9f201ee94989e72d5445f2a96d5ff9359289f9e1ba29710bdcf7f463c7a0
경상북도 예천군 예천읍 청복리,1980,A,331바3540,yeweoncoe@jusighoesa.com,3,보라,영화감상,회사원,미혼,LG U+,박정남,햄스터,Pixel 4,010-3156-1987,다가구,미사용,930207-1305472,버스,data2_20250602185128961493_4915,43141c191f7e245c2f7eff89d599ce4661837529d390af745beabac2a83bacb3
대전광역시 대덕구 연축동,1990,AB,570바7544,caeweoncoe@ju.com,5,회색,게임,학생,사별,SKT,장정희,파충류,Galaxy M12,010-5348-5202,연립주택,미사용,950916-1117312,SUV,data2_20250602185128961493_4916,78af7b309de1a4779159f85f26dafdcc171b3e750e340dfe9d77e3f50ce1c34a
전라남도 여수시 돌산읍 군내리,1999,B,754가7613,jangsiu@yu.kr,5,보라,게임,간호사,기혼,LG U+,최민석,새,LG Velvet,010-9165-7300,빌라,미사용,901001-1599513,오토바이,data2_20250602185128961493_4917,6ddc7d87723f519f7c7eb0efcf57a23e8cb035ea1e45831a2c87c97e77a1470e
서울특별시 영등포구 양평동4가,1990,O,624사9913,pgim@yungim.org,4,주황,게임,회사원,미혼,알뜰폰,손지혜,새,iPhone 6S,010-8495-7649,단독주택,미사용,050303-4217008,트럭,data2_20250602185128961493_4918,9a67460fb736d749afd5108c4e799ad8f957b17c44e444fccfa42801b178e4a8
광주광역시 광산구 진곡동,1998,O,490가4049,qi@ju.com,4,보라,영화감상,마케터,미혼,KT,김민석,없음,OnePlus 9,010-4980-5043,아파트,미사용,680103-1915475,전기차,data2_20250602185128961493_4919,4840859f81d32fc80fd5afde8780206c9f30113686e070123b23454033f52a6b
경상북도 울진군 북면 상당리,2004,B,392바7431,yunseoyeon@jusighoesa.org,4,회색,영화감상,자영업,기혼,LG U+,김준서,고양이,Pixel 6,010-5848-5325,기숙사,미사용,990828-2428800,트럭,data2_20250602185128961493_4920,b46001a2b667a06c0ab01c0f0b53c65b3b803ddb5522c20adc805ac4b653b074
경상북도 예천군 지보면 매창리,1995,B,534다5019,hayuni@hwangigweon.com,5,노랑,등산,마케터,기혼,SKT,윤지훈,새,Pixel 8,010-4456-7957,아파트,미사용,110415-3889956,트럭,data2_20250602185128961493_4921,a90c16168bd2b04be0efd6721dedb5524d2620a1ef147cd4acf85f5f65f53239
인천광역시 연수구 청학동,1999,B,862나7553,kgim@jusighoesa.kr,4,노랑,운동,공무원,미혼,LG U+,윤영일,고양이,iPhone XS,010-4574-2729,다가구,사용,970410-1380826,오토바이,data2_20250602185128961493_4922,539d40cd04d2d501ff6e96ce0be9a20eb16ae3f91ce09a559eaabd5996f27628
대전광역시 중구 정생동,2000,O,196가9621,ujini@songgim.com,3,분홍,쇼핑,의사,미혼,KT,김민서,물고기,Oppo Reno 6,010-5856-3244,원룸,사용,970807-2341006,SUV,data2_20250602185128961493_4923,ad0baa8c834f637728ab84501b37c4273283c66614a2b253b2170aa457e68f19
충청북도 진천군 덕산읍 두촌리,1988,A,837마9825,sanghun19@igimi.kr,3,분홍,운동,연구원,사별,LG U+,홍민수,새,Pixel 4a,010-7166-7282,다가구,사용,760512-2484637,자전거,data2_20250602185128961493_4924,a3f264fc5b345c7c207ce9c89cdedddaafd04bfe4780077d541e23f737074147
충청북도 청주시 서원구 개신동,1996,AB,129라7280,gimseongho@honggimgim.org,3,초록,독서,공무원,미혼,KT,김숙자,물고기,iPhone 6S,010-9382-7582,연립주택,사용,910501-2334106,SUV,data2_20250602185128961493_4925,404124296d4dbabdf0c8e6b5d4b7ecbb280403af512a708ad73740df3a02eb5d
전라북도 김제시 황산면 남산리,1981,AB,27다3875,sonjieun@yu.com,1,초록,요리,의사,미혼,알뜰폰,최지현,새,LG Q92,010-4758-9685,빌라,사용,840608-1078313,승용차,data2_20250602185128961493_4926,af0d058c669190bb3a982c444bde85fe4f4dfa3ca5e8cef67cbe394a6fc1954e
강원도 강릉시 사천면 덕실리,1992,B,35가7708,juweon53@gimcoe.kr,5,파랑,게임,공무원,사별,SKT,이경자,새,Xiaomi Redmi Note 10,010-5092-1969,다가구,사용,590807-2910716,승용차,data2_20250602185128961493_4927,2215e395b24802a656bb5b30b08de5af97a9b6210401baaa8e084a1042e02ab4
전라남도 장흥군 관산읍 옥당리,2002,A,270마7269,minsu47@yu.com,2,검정,음악감상,프리랜서,사별,알뜰폰,홍정남,새,Huawei P50,010-6587-5443,단독주택,사용,671121-1400419,전기차,data2_20250602185128961493_4928,bd903219ab6b9c16e46eed492eff0a3df7a6ea745bcb146d39ed73aed13a568c
세종특별자치시 세종시 전의면 신방리,1982,B,396마9606,cunjabag@igo.com,5,파랑,자전거,학생,사별,KT,남보람,햄스터,Galaxy A32,010-5126-3518,아파트,사용,811218-2725366,오토바이,data2_20250602185128961493_4929,559a8e69420773e888c24c97aa97fc3e8451e839819150a4d094ce5db57c3af5
경상남도 산청군 산청읍 지리,1994,A,306나9666,jiyeongi@yuhanhoesa.com,5,초록,등산,공무원,미혼,KT,이성현,강아지,iPhone 7,010-2463-3949,원룸,사용,141027-4306829,버스,data2_20250602185128961493_4930,ed5a3225706a7460747e05234a4d017c1447f8f6714913b05507792874beb3b5
